# somedoc
I-abstract	time
I-abstract	,
I-abstract	where
I-abstract	E
I-abstract	is
I-abstract	the
I-abstract	set
I-abstract	of
I-abstract	edges
I-abstract	of
I-abstract	the
I-abstract	MDFG
I-abstract	representing
I-abstract	the
I-abstract	circuit
I-abstract	.
I-abstract	Our
I-abstract	experiments
I-abstract	show
I-abstract	that
I-abstract	the
I-abstract	additional
I-abstract	memory
I-abstract	requirement
I-abstract	is
I-abstract	significantly
I-abstract	less
I-abstract	than
I-abstract	the
I-abstract	results
I-abstract	obtained
I-abstract	in
I-abstract	other
I-abstract	methods
I-abstract	.
I-affiliation	1
I-affiliation	Dept.
I-affiliation	of
I-affiliation	Electrical
I-affiliation	and
I-affiliation	Computer
I-affiliation	Engineering
I-affiliation	,
I-affiliation	Iowa
I-affiliation	State
I-affiliation	University

# somedoc
I-title	An
I-title	empirical
I-title	evaluation
I-title	of
I-title	reasoning
I-title	about
I-title	resource
I-title	conflicts
B-author	John
I-author	Thangarajah
I-affiliation	RMIT
I-affiliation	University
I-address	Melbourne
I-address	,
I-address	Australia
I-email	johthan@cs.rmit.edu.au
B-author	Lin
I-author	Padgham
I-email	linpa@cs.rmit.edu.au
I-abstract	Abstract
I-abstract	It
I-abstract	is
I-abstract	important
I-abstract	that
I-abstract	intelligent
I-abstract	agents
I-abstract	are
I-abstract	able
I-abstract	to
I-abstract	pursue
I-abstract	multiple
I-abstract	goals
I-abstract	in
I-abstract	parallel
I-abstract	,
I-abstract	in
I-abstract	a
I-abstract	rational
I-abstract	manner
I-abstract	.
I-abstract	This
I-abstract	work
I-abstract	experimentally
I-abstract	evaluates
I-abstract	mechanisms
I-abstract	presented
I-abstract	previously
I-abstract	which
I-abstract	allow
I-abstract	agents
I-abstract	to
I-abstract	detect
I-abstract	and
I-abstract	deal
I-abstract	with
I-abstract	situations
I-abstract	where
I-abstract	multiple
I-abstract	goals
I-abstract	conflict
I-abstract	over
I-abstract	limited
I-abstract	resources
I-abstract	.
I-abstract	We
I-abstract	describe
I-abstract	X-JACK
I-abstract	,
I-abstract	our
I-abstract	extension
I-abstract	to
I-abstract	JACK
I-abstract	,
I-abstract	a
I-abstract	state
I-abstract	of
I-abstract	the
I-abstract	art
I-abstract	agent
I-abstract	development
I-abstract	toolkit
I-abstract	.
I-abstract	X-JACK
I-abstract	incorporates
I-abstract	an
I-abstract	explicit
I-abstract	structure
I-abstract	for
I-abstract	goals
I-abstract	and
I-abstract	the
I-abstract	reasoning
I-abstract	to
I-abstract	detect
I-abstract	and
I-abstract	classify
I-abstract	re
I-abstract	-
I-abstract	source
I-abstract	conflicts
I-abstract	.
I-abstract	We
I-abstract	compare
I-abstract	X-JACK
I-abstract	to
I-abstract	JACK
I-abstract	experimentally
I-abstract	,
I-abstract	under
I-abstract	a
I-abstract	range
I-abstract	of
I-abstract	situations
I-abstract	designed
I-abstract	to
I-abstract	stress
I-abstract	test
I-abstract	the
I-abstract	conflict
I-abstract	reasoning
I-abstract	algorithms
I-abstract	,
I-abstract	as
I-abstract	well
I-abstract	as
I-abstract	situations
I-abstract	designed
I-abstract	to
I-abstract	be
I-abstract	more
I-abstract	similar
I-abstract	to
I-abstract	real
I-abstract	applications
I-abstract	.
I-abstract	We
I-abstract	find
I-abstract	that
I-abstract	the
I-abstract	cost
I-abstract	of
I-abstract	the
I-abstract	additional
I-abstract	reasoning
I-abstract	is
I-abstract	small
I-abstract	,
I-abstract	even
I-abstract	with
I-abstract	large
I-abstract	numbers
I-abstract	of
I-abstract	conflicts
I-abstract	to
I-abstract	reason
I-abstract	about
I-abstract	.
I-abstract	The
I-abstract	benefit
I-abstract	however
I-abstract	is
I-abstract	noticeable
I-abstract	,
I-abstract	and
I-abstract	is
I-abstract	statistically
I-abstract	significant
I-abstract	,
I-abstract	even
I-abstract	when
I-abstract	the
I-abstract	amount
I-abstract	of
I-abstract	conflict
I-abstract	and
I-abstract	parallelism
I-abstract	is
I-abstract	relatively
I-abstract	small
I-abstract	.
I-keyword	Keywords
I-keyword	Intelligent
I-keyword	Agents
I-keyword	,
I-keyword	Resource
I-keyword	conflicts
I-keyword	.

# somedoc
I-title	Nonlinear
I-title	versus
I-title	Linear
I-title	Models
I-title	in
I-title	Functional
I-title	Neuroimaging
I-title	:
I-title	Learning
I-title	Curves
I-title	and
I-title	Generalization
I-title	Crossover
B-author	Niels
I-author	Mtrch
B-author	Lars
I-author	K.
I-author	Hansen
B-author	Stephen
I-author	C.
I-author	Strother
B-author	Claus
I-author	Svarer
B-author	David
I-author	A.
I-author	Rottenberg
B-author	Benny
I-author	Lautrup
B-author	Robert
I-author	Savoy
B-author	Olaf
I-author	B.
I-author	Paulson
I-affiliation	Neurobiology
I-affiliation	Research
I-affiliation	Unit
I-affiliation	Copenhagen
I-affiliation	University
I-affiliation	Hospital
I-affiliation	,
I-affiliation	Rigshospitalet
I-address	DK-2100
I-address	Copenhagen
I-address	O
I-address	,
I-address	Denmark
I-address	2
I-affiliation	Department
I-affiliation	for
I-affiliation	Mathematical
I-affiliation	Modelling
I-affiliation	Technical
I-affiliation	University
I-affiliation	of
I-affiliation	Denmark
I-address	DK-2800
I-address	Lyngby
I-address	,
I-address	Denmark
I-address	3
I-affiliation	Radiology
I-affiliation	and
I-affiliation	Neurology
I-affiliation	Departments
I-affiliation	University
I-affiliation	of
I-affiliation	Minnesota
I-affiliation	and
I-affiliation	PET
I-affiliation	Imaging
I-affiliation	Service
I-affiliation	Minneapolis
I-affiliation	VA
I-affiliation	Medical
I-affiliation	Center
I-address	Minnesota
I-address	,
I-address	55417
I-address	,
I-address	USA
I-address	4
I-affiliation	Niels
I-affiliation	Bohr
I-affiliation	Institute
I-affiliation	University
I-affiliation	of
I-affiliation	Copenhagen
I-address	DK-2100
I-address	Copenhagen
I-address	O
I-address	5
I-address	Massachusetts
I-address	General
I-address	Hospital
I-address	Boston
I-address	,
I-address	Massachusetts
I-address	,
I-address	USA
I-abstract	Abstract
I-abstract	.
I-abstract	We
I-abstract	introduce
I-abstract	the
I-abstract	concept
I-abstract	of
I-abstract	generalization
I-abstract	for
I-abstract	models
I-abstract	of
I-abstract	functional
I-abstract	neuroactivation
I-abstract	,
I-abstract	and
I-abstract	show
I-abstract	how
I-abstract	it
I-abstract	is
I-abstract	affected
I-abstract	by
I-abstract	the
I-abstract	number
I-abstract	,
I-abstract	N
I-abstract	,
I-abstract	of
I-abstract	neuroimaging
I-abstract	scans
I-abstract	available
I-abstract	.
I-abstract	By
I-abstract	plotting
I-abstract	generalization
I-abstract	as
I-abstract	a
I-abstract	function
I-abstract	of
I-abstract	N
I-abstract	(
I-abstract	i
I-abstract	.
I-abstract	e
I-abstract	.
I-abstract	a
I-abstract	\learning
I-abstract	curve
I-abstract	"
I-abstract	)
I-abstract	we
I-abstract	demonstrate
I-abstract	that
I-abstract	while
I-abstract	simple
I-abstract	,
I-abstract	linear
I-abstract	models
I-abstract	may
I-abstract	generalize
I-abstract	better
I-abstract	for
I-abstract	small
I-abstract	N's
I-abstract	,
I-abstract	more
I-abstract	flexible
I-abstract	,
I-abstract	low
I-abstract	-
I-abstract	biased
I-abstract	nonlinear
I-abstract	models
I-abstract	,
I-abstract	based
I-abstract	on
I-abstract	artificial
I-abstract	neural
I-abstract	networks
I-abstract	(
I-abstract	ANN's
I-abstract	)
I-abstract	,
I-abstract	generalize
I-abstract	better
I-abstract	for
I-abstract	larger
I-abstract	N's
I-abstract	.
I-abstract	We
I-abstract	demonstrate
I-abstract	that
I-abstract	for
I-abstract	sets
I-abstract	of
I-abstract	scans
I-abstract	of
I-abstract	two
I-abstract	simple
I-abstract	motor
I-abstract	tasks
I-abstract	-
I-abstract	one
I-abstract	set
I-abstract	acquired
I-abstract	with
I-abstract	[
I-abstract	O
I-abstract	15
I-abstract	]
I-abstract	water
I-abstract	using
I-abstract	PET
I-abstract	,
I-abstract	and
I-abstract	the
I-abstract	other
I-abstract	using
I-abstract	fMRI
I-abstract	-
I-abstract	practical
I-abstract	N's
I-abstract	exist
I-abstract	for
I-abstract	which
I-abstract	\generalization
I-abstract	crossover
I-abstract	"
I-abstract	occurs
I-abstract	.
I-abstract	This
I-abstract	observation
I-abstract	supports
I-abstract	the
I-abstract	application
I-abstract	of
I-abstract	highly
I-abstract	flexible
I-abstract	,
I-abstract	ANN
I-abstract	models
I-abstract	to
I-abstract	sufficiently
I-abstract	large
I-abstract	functional
I-abstract	activation
I-abstract	datasets
I-abstract	.
I-keyword	Keywords
I-keyword	:
I-keyword	Multivariate
I-keyword	brain
I-keyword	modeling
I-keyword	,
I-keyword	ill
I-keyword	-
I-keyword	posed
I-keyword	learning
I-keyword	,
I-keyword	generalization
I-keyword	,
I-keyword	learning
I-keyword	curves
I-keyword	.

# somedoc
I-title	Copy
I-title	Detection
I-title	for
I-title	Intellectual
I-title	Property
I-title	Protection
I-title	of
I-title	VLSI
I-title	Designs
B-author	Andrew
I-author	B.
I-author	Kahng
I-author	,
B-author	Darko
I-author	Kirovski
I-author	,
B-author	Stefanus
I-author	Mantik
I-author	,
B-author	Miodrag
I-author	Potkonjak
B-author	Jennifer
I-author	L.
I-author	Wong
I-email	fabk,darko,stefanus,miodrag,wongjeng@cs.ucla.edu
I-affiliation	UCLA
I-affiliation	Computer
I-affiliation	Science
I-affiliation	Dept.
I-affiliation	,
I-address	Los
I-address	Angeles
I-address	,
I-address	CA
I-address	90095-1596
I-abstract	Abstract
I-abstract	We
I-abstract	give
I-abstract	the
I-abstract	first
I-abstract	study
I-abstract	of
I-abstract	copy
I-abstract	detection
I-abstract	techniques
I-abstract	for
I-abstract	VLSI
I-abstract	CAD
I-abstract	applications
I-abstract	;
I-abstract	these
I-abstract	techniques
I-abstract	are
I-abstract	complementary
I-abstract	to
I-abstract	previous
I-abstract	watermarking
I-abstract	-
I-abstract	based
I-abstract	IP
I-abstract	protection
I-abstract	methods
I-abstract	in
I-abstract	finding
I-abstract	and
I-abstract	proving
I-abstract	improper
I-abstract	use
I-abstract	of
I-abstract	design
I-abstract	IP
I-abstract	.
I-abstract	After
I-abstract	reviewing
I-abstract	related
I-abstract	literature
I-abstract	(
I-abstract	notably
I-abstract	in
I-abstract	the
I-abstract	text
I-abstract	processing
I-abstract	domain
I-abstract	)
I-abstract	,
I-abstract	we
I-abstract	propose
I-abstract	a
I-abstract	generic
I-abstract	methodology
I-abstract	for
I-abstract	copy
I-abstract	detection
I-abstract	based
I-abstract	on
I-abstract	determining
I-abstract	basic
I-abstract	elements
I-abstract	within
I-abstract	structural
I-abstract	representations
I-abstract	of
I-abstract	solutions
I-abstract	(
I-abstract	IPs
I-abstract	)
I-abstract	,
I-abstract	calculating
I-abstract	(
I-abstract	context
I-abstract	-
I-abstract	independent
I-abstract	)
I-abstract	signatures
I-abstract	for
I-abstract	such
I-abstract	elements
I-abstract	,
I-abstract	and
I-abstract	per
I-abstract	-
I-abstract	forming
I-abstract	fast
I-abstract	comparisons
I-abstract	to
I-abstract	identify
I-abstract	potential
I-abstract	violators
I-abstract	of
I-abstract	IP
I-abstract	rights
I-abstract	.
I-abstract	We
I-abstract	give
I-abstract	example
I-abstract	implementations
I-abstract	of
I-abstract	this
I-abstract	methodology
I-abstract	in
I-abstract	the
I-abstract	domains
I-abstract	of
I-abstract	scheduling
I-abstract	,
I-abstract	graph
I-abstract	coloring
I-abstract	and
I-abstract	gate
I-abstract	-
I-abstract	level
I-abstract	layout
I-abstract	;
I-abstract	experimental
I-abstract	results
I-abstract	show
I-abstract	the
I-abstract	effectiveness
I-abstract	of
I-abstract	our
I-abstract	copy
I-abstract	detection
I-abstract	schemes
I-abstract	as
I-abstract	well
I-abstract	as
I-abstract	the
I-abstract	low
I-abstract	overhead
I-abstract	of
I-abstract	implementation
I-abstract	.
I-abstract	We
I-abstract	remark
I-abstract	on
I-abstract	open
I-abstract	research
I-abstract	areas
I-abstract	,
I-abstract	notably
I-abstract	the
I-abstract	potentially
I-abstract	deep
I-abstract	and
I-abstract	complementary
I-abstract	interaction
I-abstract	between
I-abstract	watermarking
I-abstract	and
I-abstract	copy
I-abstract	detection
I-abstract	.

# somedoc
I-title	Error
I-title	resilient
I-title	decoding
I-title	of
I-title	randomly
I-title	impaired
I-title	MPEG-2
I-title	bit
I-title	stream
B-author	Jong
I-author	Won
I-author	Kim
I-affiliation	Electronics
I-affiliation	Eng
I-affiliation	.
I-affiliation	,
I-affiliation	KongJu
I-affiliation	National
I-affiliation	University
I-affiliation	,
I-address	ShinKwan
I-address	-
I-address	Dong
I-address	,
I-address	KongJu
I-address	ChungNam
I-address	,
I-address	314-701
I-address	,
I-address	KOREA
I-address	.
I-email	e
I-email	-
I-email	mail
I-email	:
I-email	jwkim@video.kongju.ac.kr
B-author	Jong
I-author	Wook
I-author	Park
B-author	Sang
I-author	Uk
I-author	Lee
I-affiliation	Signal
I-affiliation	Processing
I-affiliation	Laboratory
I-affiliation	,
I-affiliation	Department
I-affiliation	of
I-affiliation	Control
I-affiliation	and
I-affiliation	Instrumentation
I-affiliation	Eng
I-affiliation	.
I-affiliation	Seoul
I-affiliation	National
I-affiliation	University
I-affiliation	,
I-address	Seoul
I-address	,
I-address	151-742
I-address	,
I-address	KOREA
I-address	.
I-abstract	ABSTRACT
I-abstract	This
I-abstract	paper
I-abstract	presents
I-abstract	an
I-abstract	error
I-abstract	resilient
I-abstract	decoding
I-abstract	technique
I-abstract	based
I-abstract	on
I-abstract	the
I-abstract	error
I-abstract	detection
I-abstract	and
I-abstract	DCT
I-abstract	coefficients
I-abstract	re
I-abstract	-
I-abstract	covery
I-abstract	for
I-abstract	the
I-abstract	randomly
I-abstract	impaired
I-abstract	MPEG-2
I-abstract	bit
I-abstract	stream
I-abstract	.
I-abstract	First
I-abstract	,
I-abstract	to
I-abstract	simulate
I-abstract	a
I-abstract	more
I-abstract	realistic
I-abstract	and
I-abstract	severe
I-abstract	environment
I-abstract	,
I-abstract	we
I-abstract	do
I-abstract	not
I-abstract	rely
I-abstract	on
I-abstract	the
I-abstract	network
I-abstract	support
I-abstract	of
I-abstract	the
I-abstract	packet
I-abstract	transport
I-abstract	/
I-abstract	adaptation
I-abstract	protocol
I-abstract	for
I-abstract	error
I-abstract	detection
I-abstract	.
I-abstract	Therefore
I-abstract	,
I-abstract	the
I-abstract	macroblocks
I-abstract	corrupted
I-abstract	by
I-abstract	the
I-abstract	random
I-abstract	bit
I-abstract	errors
I-abstract	are
I-abstract	identified
I-abstract	by
I-abstract	a
I-abstract	layered
I-abstract	error
I-abstract	detection
I-abstract	algorithm
I-abstract	.
I-abstract	Next
I-abstract	,
I-abstract	assuming
I-abstract	a
I-abstract	smoothness
I-abstract	constraint
I-abstract	on
I-abstract	image
I-abstract	intensity
I-abstract	,
I-abstract	an
I-abstract	object
I-abstract	function
I-abstract	which
I-abstract	describes
I-abstract	the
I-abstract	inter
I-abstract	-
I-abstract	sample
I-abstract	variations
I-abstract	at
I-abstract	the
I-abstract	boundaries
I-abstract	of
I-abstract	the
I-abstract	lost
I-abstract	macroblock
I-abstract	and
I-abstract	the
I-abstract	adjacent
I-abstract	macroblocks
I-abstract	is
I-abstract	defined
I-abstract	,
I-abstract	and
I-abstract	the
I-abstract	damaged
I-abstract	DCT
I-abstract	coefficients
I-abstract	are
I-abstract	optimally
I-abstract	recovered
I-abstract	by
I-abstract	solving
I-abstract	a
I-abstract	set
I-abstract	of
I-abstract	linear
I-abstract	equations
I-abstract	.
I-abstract	Computer
I-abstract	simulation
I-abstract	results
I-abstract	show
I-abstract	that
I-abstract	the
I-abstract	quality
I-abstract	of
I-abstract	a
I-abstract	recovered
I-abstract	image
I-abstract	is
I-abstract	significantly
I-abstract	improved
I-abstract	even
I-abstract	when
I-abstract	the
I-abstract	bit
I-abstract	error
I-abstract	rate
I-abstract	is
I-abstract	as
I-abstract	high
I-abstract	as
I-abstract	10
I-abstract	|5
I-abstract	.
I-keyword	Keywords
I-keyword	:
I-keyword	MPEG-2
I-keyword	,
I-keyword	random
I-keyword	error
I-keyword	,
I-keyword	error
I-keyword	resilience
I-keyword	,
I-keyword	error
I-keyword	detection
I-keyword	,
I-keyword	error
I-keyword	concealment

# somedoc
I-title	Decision
I-title	-
I-title	Making
I-title	in
I-title	a
I-title	Robotic
I-title	Architecture
I-title	for
I-title	Autonomy
B-author	Tara
I-author	Estlin
I-author	,
B-author	Rich
I-author	Volpe
I-author	,
B-author	Issa
I-author	Nesnas
I-author	,
B-author	Darren
I-author	Mutz
I-author	,
B-author	Forest
I-author	Fisher
I-author	,
B-author	Barbara
I-author	Engelhardt
I-author	,
B-author	Steve
I-author	Chien
I-affiliation	Jet
I-affiliation	Propulsion
I-affiliation	Laboratory
I-affiliation	California
I-affiliation	Institute
I-affiliation	of
I-affiliation	Technology
I-email	-firstname.lastname}@jpl.nasa.gov
I-keyword	Keywords
I-keyword	:
I-keyword	autonomy
I-keyword	,
I-keyword	robotics
I-keyword	,
I-keyword	planning
I-keyword	,
I-keyword	scheduling
I-keyword	,
I-keyword	execution
I-abstract	Abstract
I-abstract	This
I-abstract	paper
I-abstract	presents
I-abstract	an
I-abstract	overview
I-abstract	of
I-abstract	the
I-abstract	intelligent
I-abstract	decision
I-abstract	-
I-abstract	making
I-abstract	capabilities
I-abstract	of
I-abstract	the
I-abstract	CLARAty
I-abstract	robotic
I-abstract	architecture
I-abstract	for
I-abstract	autonomy
I-abstract	.
I-abstract	CLARAty
I-abstract	is
I-abstract	a
I-abstract	two
I-abstract	layered
I-abstract	architecture
I-abstract	where
I-abstract	the
I-abstract	top
I-abstract	Decision
I-abstract	Layer
I-abstract	contains
I-abstract	techniques
I-abstract	for
I-abstract	autonomously
I-abstract	creating
I-abstract	a
I-abstract	plan
I-abstract	of
I-abstract	robot
I-abstract	commands
I-abstract	and
